DBKEY,SITE,STATION,DATA_TYPE,PARAMETER_NAME,STRATA,SENSOR,XCOORD,YCOORD,STATION_ID,RECORDER,DATA_CLASS,DAILY_DATE,VALUE,NUM_VALS,Date,Month,year,Parameter_format,Concern_1,Concern_2
39727,L005,L005-S,FTURB,FIELD TURBIDITY,1,S,665163.421,953445.572,L005+TB1,SOND,WQ,06/14/2024,39.463,48,2024-06-14,6,2024,FIELD TURBIDITY,NA,NA
39727,L005,L005-S,FTURB,FIELD TURBIDITY,1,S,665163.421,953445.572,L005+TB1,SOND,WQ,06/15/2024,28.654,47,2024-06-15,6,2024,FIELD TURBIDITY,NA,NA
39727,L005,L005-S,FTURB,FIELD TURBIDITY,1,S,665163.421,953445.572,L005+TB1,SOND,WQ,06/16/2024,27.639,44,2024-06-16,6,2024,FIELD TURBIDITY,NA,NA
39727,L005,L005-S,FTURB,FIELD TURBIDITY,1,S,665163.421,953445.572,L005+TB1,SOND,WQ,06/17/2024,63.051,48,2024-06-17,6,2024,FIELD TURBIDITY,NA,NA
39727,L005,L005-S,FTURB,FIELD TURBIDITY,1,S,665163.421,953445.572,L005+TB1,SOND,WQ,06/18/2024,123.329,48,2024-06-18,6,2024,FIELD TURBIDITY,NA,NA
39727,L005,L005-S,FTURB,FIELD TURBIDITY,1,S,665163.421,953445.572,L005+TB1,SOND,WQ,06/19/2024,230.017,45,2024-06-19,6,2024,FIELD TURBIDITY,NA,NA
39727,L005,L005-S,FTURB,FIELD TURBIDITY,1,S,665163.421,953445.572,L005+TB1,SOND,WQ,06/20/2024,263.558,45,2024-06-20,6,2024,FIELD TURBIDITY,NA,NA
39727,L005,L005-S,FTURB,FIELD TURBIDITY,1,S,665163.421,953445.572,L005+TB1,SOND,WQ,06/21/2024,321.525,44,2024-06-21,6,2024,FIELD TURBIDITY,NA,NA
39727,L005,L005-S,FTURB,FIELD TURBIDITY,1,S,665163.421,953445.572,L005+TB1,SOND,WQ,06/22/2024,297.392,21,2024-06-22,6,2024,FIELD TURBIDITY,NA,NA
39729,L005,L005-S,CU,CHLOROPHYLL-A ug/L -FIELD,1,S,665163.421,953445.572,L005+CU1,SOND,WQ,05/24/2024,3.394,50,2024-05-24,5,2024,"Chlorophyll a 
(?g/L)",20,40
39729,L005,L005-S,CU,CHLOROPHYLL-A ug/L -FIELD,1,S,665163.421,953445.572,L005+CU1,SOND,WQ,05/25/2024,14.168,44,2024-05-25,5,2024,"Chlorophyll a 
(?g/L)",20,40
39729,L005,L005-S,CU,CHLOROPHYLL-A ug/L -FIELD,1,S,665163.421,953445.572,L005+CU1,SOND,WQ,05/26/2024,1.537,48,2024-05-26,5,2024,"Chlorophyll a 
(?g/L)",20,40
39729,L005,L005-S,CU,CHLOROPHYLL-A ug/L -FIELD,1,S,665163.421,953445.572,L005+CU1,SOND,WQ,05/27/2024,22.682,50,2024-05-27,5,2024,"Chlorophyll a 
(?g/L)",20,40
39729,L005,L005-S,CU,CHLOROPHYLL-A ug/L -FIELD,1,S,665163.421,953445.572,L005+CU1,SOND,WQ,05/28/2024,26.556,48,2024-05-28,5,2024,"Chlorophyll a 
(?g/L)",20,40
39729,L005,L005-S,CU,CHLOROPHYLL-A ug/L -FIELD,1,S,665163.421,953445.572,L005+CU1,SOND,WQ,05/29/2024,20.274,48,2024-05-29,5,2024,"Chlorophyll a 
(?g/L)",20,40
39729,L005,L005-S,CU,CHLOROPHYLL-A ug/L -FIELD,1,S,665163.421,953445.572,L005+CU1,SOND,WQ,05/30/2024,14.153,48,2024-05-30,5,2024,"Chlorophyll a 
(?g/L)",20,40
39729,L005,L005-S,CU,CHLOROPHYLL-A ug/L -FIELD,1,S,665163.421,953445.572,L005+CU1,SOND,WQ,05/31/2024,30.741,44,2024-05-31,5,2024,"Chlorophyll a 
(?g/L)",20,40
39729,L005,L005-S,CU,CHLOROPHYLL-A ug/L -FIELD,1,S,665163.421,953445.572,L005+CU1,SOND,WQ,06/01/2024,24.931,48,2024-06-01,6,2024,"Chlorophyll a 
(?g/L)",20,40
39729,L005,L005-S,CU,CHLOROPHYLL-A ug/L -FIELD,1,S,665163.421,953445.572,L005+CU1,SOND,WQ,06/02/2024,18.798,48,2024-06-02,6,2024,"Chlorophyll a 
(?g/L)",20,40
39729,L005,L005-S,CU,CHLOROPHYLL-A ug/L -FIELD,1,S,665163.421,953445.572,L005+CU1,SOND,WQ,06/03/2024,28.441,48,2024-06-03,6,2024,"Chlorophyll a 
(?g/L)",20,40
39729,L005,L005-S,CU,CHLOROPHYLL-A ug/L -FIELD,1,S,665163.421,953445.572,L005+CU1,SOND,WQ,06/04/2024,46.258,48,2024-06-04,6,2024,"Chlorophyll a 
(?g/L)",20,40
39729,L005,L005-S,CU,CHLOROPHYLL-A ug/L -FIELD,1,S,665163.421,953445.572,L005+CU1,SOND,WQ,06/05/2024,37.146,46,2024-06-05,6,2024,"Chlorophyll a 
(?g/L)",20,40
39729,L005,L005-S,CU,CHLOROPHYLL-A ug/L -FIELD,1,S,665163.421,953445.572,L005+CU1,SOND,WQ,06/06/2024,16.47,48,2024-06-06,6,2024,"Chlorophyll a 
(?g/L)",20,40
39729,L005,L005-S,CU,CHLOROPHYLL-A ug/L -FIELD,1,S,665163.421,953445.572,L005+CU1,SOND,WQ,06/07/2024,27.206,48,2024-06-07,6,2024,"Chlorophyll a 
(?g/L)",20,40
39729,L005,L005-S,CU,CHLOROPHYLL-A ug/L -FIELD,1,S,665163.421,953445.572,L005+CU1,SOND,WQ,06/08/2024,29.295,48,2024-06-08,6,2024,"Chlorophyll a 
(?g/L)",20,40
39729,L005,L005-S,CU,CHLOROPHYLL-A ug/L -FIELD,1,S,665163.421,953445.572,L005+CU1,SOND,WQ,06/09/2024,28.833,48,2024-06-09,6,2024,"Chlorophyll a 
(?g/L)",20,40
39729,L005,L005-S,CU,CHLOROPHYLL-A ug/L -FIELD,1,S,665163.421,953445.572,L005+CU1,SOND,WQ,06/10/2024,25.226,48,2024-06-10,6,2024,"Chlorophyll a 
(?g/L)",20,40
39729,L005,L005-S,CU,CHLOROPHYLL-A ug/L -FIELD,1,S,665163.421,953445.572,L005+CU1,SOND,WQ,06/11/2024,24.27,48,2024-06-11,6,2024,"Chlorophyll a 
(?g/L)",20,40
39729,L005,L005-S,CU,CHLOROPHYLL-A ug/L -FIELD,1,S,665163.421,953445.572,L005+CU1,SOND,WQ,06/12/2024,21.363,41,2024-06-12,6,2024,"Chlorophyll a 
(?g/L)",20,40
39729,L005,L005-S,CU,CHLOROPHYLL-A ug/L -FIELD,1,S,665163.421,953445.572,L005+CU1,SOND,WQ,06/13/2024,14.767,47,2024-06-13,6,2024,"Chlorophyll a 
(?g/L)",20,40
39729,L005,L005-S,CU,CHLOROPHYLL-A ug/L -FIELD,1,S,665163.421,953445.572,L005+CU1,SOND,WQ,06/14/2024,15.789,48,2024-06-14,6,2024,"Chlorophyll a 
(?g/L)",20,40
39729,L005,L005-S,CU,CHLOROPHYLL-A ug/L -FIELD,1,S,665163.421,953445.572,L005+CU1,SOND,WQ,06/15/2024,23.988,47,2024-06-15,6,2024,"Chlorophyll a 
(?g/L)",20,40
39729,L005,L005-S,CU,CHLOROPHYLL-A ug/L -FIELD,1,S,665163.421,953445.572,L005+CU1,SOND,WQ,06/16/2024,31.367,44,2024-06-16,6,2024,"Chlorophyll a 
(?g/L)",20,40
39729,L005,L005-S,CU,CHLOROPHYLL-A ug/L -FIELD,1,S,665163.421,953445.572,L005+CU1,SOND,WQ,06/17/2024,31.725,48,2024-06-17,6,2024,"Chlorophyll a 
(?g/L)",20,40
39729,L005,L005-S,CU,CHLOROPHYLL-A ug/L -FIELD,1,S,665163.421,953445.572,L005+CU1,SOND,WQ,06/18/2024,32.674,48,2024-06-18,6,2024,"Chlorophyll a 
(?g/L)",20,40
39729,L005,L005-S,CU,CHLOROPHYLL-A ug/L -FIELD,1,S,665163.421,953445.572,L005+CU1,SOND,WQ,06/19/2024,34.408,46,2024-06-19,6,2024,"Chlorophyll a 
(?g/L)",20,40
39729,L005,L005-S,CU,CHLOROPHYLL-A ug/L -FIELD,1,S,665163.421,953445.572,L005+CU1,SOND,WQ,06/20/2024,40.949,48,2024-06-20,6,2024,"Chlorophyll a 
(?g/L)",20,40
39729,L005,L005-S,CU,CHLOROPHYLL-A ug/L -FIELD,1,S,665163.421,953445.572,L005+CU1,SOND,WQ,06/21/2024,38.201,48,2024-06-21,6,2024,"Chlorophyll a 
(?g/L)",20,40
39729,L005,L005-S,CU,CHLOROPHYLL-A ug/L -FIELD,1,S,665163.421,953445.572,L005+CU1,SOND,WQ,06/22/2024,42.154,22,2024-06-22,6,2024,"Chlorophyll a 
(?g/L)",20,40
39731,L005,L005-S,PU,PHYCOCYANIN ug/L - FIELD,1,S,665163.421,953445.572,L005+PU1,SOND,WQ,05/24/2024,30.675,4,2024-05-24,5,2024,"Phycocyanin 
(?g/L)",40,NA
39731,L005,L005-S,PU,PHYCOCYANIN ug/L - FIELD,1,S,665163.421,953445.572,L005+PU1,SOND,WQ,05/25/2024,37.363,12,2024-05-25,5,2024,"Phycocyanin 
(?g/L)",40,NA
39731,L005,L005-S,PU,PHYCOCYANIN ug/L - FIELD,1,S,665163.421,953445.572,L005+PU1,SOND,WQ,05/26/2024,35.39,1,2024-05-26,5,2024,"Phycocyanin 
(?g/L)",40,NA
39731,L005,L005-S,PU,PHYCOCYANIN ug/L - FIELD,1,S,665163.421,953445.572,L005+PU1,SOND,WQ,05/27/2024,34.465,24,2024-05-27,5,2024,"Phycocyanin 
(?g/L)",40,NA
39731,L005,L005-S,PU,PHYCOCYANIN ug/L - FIELD,1,S,665163.421,953445.572,L005+PU1,SOND,WQ,05/28/2024,39.61,25,2024-05-28,5,2024,"Phycocyanin 
(?g/L)",40,NA
39731,L005,L005-S,PU,PHYCOCYANIN ug/L - FIELD,1,S,665163.421,953445.572,L005+PU1,SOND,WQ,05/29/2024,40.806,18,2024-05-29,5,2024,"Phycocyanin 
(?g/L)",40,NA
39731,L005,L005-S,PU,PHYCOCYANIN ug/L - FIELD,1,S,665163.421,953445.572,L005+PU1,SOND,WQ,05/30/2024,38.253,12,2024-05-30,5,2024,"Phycocyanin 
(?g/L)",40,NA
39731,L005,L005-S,PU,PHYCOCYANIN ug/L - FIELD,1,S,665163.421,953445.572,L005+PU1,SOND,WQ,05/31/2024,37.866,30,2024-05-31,5,2024,"Phycocyanin 
(?g/L)",40,NA
39731,L005,L005-S,PU,PHYCOCYANIN ug/L - FIELD,1,S,665163.421,953445.572,L005+PU1,SOND,WQ,06/01/2024,34.929,22,2024-06-01,6,2024,"Phycocyanin 
(?g/L)",40,NA
39731,L005,L005-S,PU,PHYCOCYANIN ug/L - FIELD,1,S,665163.421,953445.572,L005+PU1,SOND,WQ,06/02/2024,39.736,23,2024-06-02,6,2024,"Phycocyanin 
(?g/L)",40,NA
39731,L005,L005-S,PU,PHYCOCYANIN ug/L - FIELD,1,S,665163.421,953445.572,L005+PU1,SOND,WQ,06/03/2024,53.268,32,2024-06-03,6,2024,"Phycocyanin 
(?g/L)",40,NA
39731,L005,L005-S,PU,PHYCOCYANIN ug/L - FIELD,1,S,665163.421,953445.572,L005+PU1,SOND,WQ,06/04/2024,53.729,48,2024-06-04,6,2024,"Phycocyanin 
(?g/L)",40,NA
39731,L005,L005-S,PU,PHYCOCYANIN ug/L - FIELD,1,S,665163.421,953445.572,L005+PU1,SOND,WQ,06/05/2024,57.538,34,2024-06-05,6,2024,"Phycocyanin 
(?g/L)",40,NA
39731,L005,L005-S,PU,PHYCOCYANIN ug/L - FIELD,1,S,665163.421,953445.572,L005+PU1,SOND,WQ,06/06/2024,37.618,31,2024-06-06,6,2024,"Phycocyanin 
(?g/L)",40,NA
39731,L005,L005-S,PU,PHYCOCYANIN ug/L - FIELD,1,S,665163.421,953445.572,L005+PU1,SOND,WQ,06/07/2024,32.625,48,2024-06-07,6,2024,"Phycocyanin 
(?g/L)",40,NA
39731,L005,L005-S,PU,PHYCOCYANIN ug/L - FIELD,1,S,665163.421,953445.572,L005+PU1,SOND,WQ,06/08/2024,27.684,48,2024-06-08,6,2024,"Phycocyanin 
(?g/L)",40,NA
39731,L005,L005-S,PU,PHYCOCYANIN ug/L - FIELD,1,S,665163.421,953445.572,L005+PU1,SOND,WQ,06/09/2024,28.864,48,2024-06-09,6,2024,"Phycocyanin 
(?g/L)",40,NA
39731,L005,L005-S,PU,PHYCOCYANIN ug/L - FIELD,1,S,665163.421,953445.572,L005+PU1,SOND,WQ,06/10/2024,34.641,48,2024-06-10,6,2024,"Phycocyanin 
(?g/L)",40,NA
39731,L005,L005-S,PU,PHYCOCYANIN ug/L - FIELD,1,S,665163.421,953445.572,L005+PU1,SOND,WQ,06/11/2024,30.025,48,2024-06-11,6,2024,"Phycocyanin 
(?g/L)",40,NA
39731,L005,L005-S,PU,PHYCOCYANIN ug/L - FIELD,1,S,665163.421,953445.572,L005+PU1,SOND,WQ,06/12/2024,20.661,41,2024-06-12,6,2024,"Phycocyanin 
(?g/L)",40,NA
39731,L005,L005-S,PU,PHYCOCYANIN ug/L - FIELD,1,S,665163.421,953445.572,L005+PU1,SOND,WQ,06/13/2024,6.892,47,2024-06-13,6,2024,"Phycocyanin 
(?g/L)",40,NA
39731,L005,L005-S,PU,PHYCOCYANIN ug/L - FIELD,1,S,665163.421,953445.572,L005+PU1,SOND,WQ,06/14/2024,11.701,48,2024-06-14,6,2024,"Phycocyanin 
(?g/L)",40,NA
39731,L005,L005-S,PU,PHYCOCYANIN ug/L - FIELD,1,S,665163.421,953445.572,L005+PU1,SOND,WQ,06/15/2024,19.964,47,2024-06-15,6,2024,"Phycocyanin 
(?g/L)",40,NA
39731,L005,L005-S,PU,PHYCOCYANIN ug/L - FIELD,1,S,665163.421,953445.572,L005+PU1,SOND,WQ,06/16/2024,36.298,44,2024-06-16,6,2024,"Phycocyanin 
(?g/L)",40,NA
39731,L005,L005-S,PU,PHYCOCYANIN ug/L - FIELD,1,S,665163.421,953445.572,L005+PU1,SOND,WQ,06/17/2024,29.128,48,2024-06-17,6,2024,"Phycocyanin 
(?g/L)",40,NA
39731,L005,L005-S,PU,PHYCOCYANIN ug/L - FIELD,1,S,665163.421,953445.572,L005+PU1,SOND,WQ,06/18/2024,38.62,48,2024-06-18,6,2024,"Phycocyanin 
(?g/L)",40,NA
39731,L005,L005-S,PU,PHYCOCYANIN ug/L - FIELD,1,S,665163.421,953445.572,L005+PU1,SOND,WQ,06/19/2024,41.394,46,2024-06-19,6,2024,"Phycocyanin 
(?g/L)",40,NA
39731,L005,L005-S,PU,PHYCOCYANIN ug/L - FIELD,1,S,665163.421,953445.572,L005+PU1,SOND,WQ,06/20/2024,53.689,48,2024-06-20,6,2024,"Phycocyanin 
(?g/L)",40,NA
39731,L005,L005-S,PU,PHYCOCYANIN ug/L - FIELD,1,S,665163.421,953445.572,L005+PU1,SOND,WQ,06/21/2024,61.189,48,2024-06-21,6,2024,"Phycocyanin 
(?g/L)",40,NA
39731,L005,L005-S,PU,PHYCOCYANIN ug/L - FIELD,1,S,665163.421,953445.572,L005+PU1,SOND,WQ,06/22/2024,65.342,22,2024-06-22,6,2024,"Phycocyanin 
(?g/L)",40,NA
39742,L006,L006-S,H2OT,"Temperature, Water",1,S,726991.69,904733.444,L006+WT1,SOND,WQ,05/24/2024,29.133,48,2024-05-24,5,2024,"Temperature, Water",NA,NA
39742,L006,L006-S,H2OT,"Temperature, Water",1,S,726991.69,904733.444,L006+WT1,SOND,WQ,05/25/2024,28.88,48,2024-05-25,5,2024,"Temperature, Water",NA,NA
39742,L006,L006-S,H2OT,"Temperature, Water",1,S,726991.69,904733.444,L006+WT1,SOND,WQ,05/26/2024,29.842,48,2024-05-26,5,2024,"Temperature, Water",NA,NA
39742,L006,L006-S,H2OT,"Temperature, Water",1,S,726991.69,904733.444,L006+WT1,SOND,WQ,05/27/2024,29.983,48,2024-05-27,5,2024,"Temperature, Water",NA,NA
39742,L006,L006-S,H2OT,"Temperature, Water",1,S,726991.69,904733.444,L006+WT1,SOND,WQ,05/28/2024,29.563,48,2024-05-28,5,2024,"Temperature, Water",NA,NA
39742,L006,L006-S,H2OT,"Temperature, Water",1,S,726991.69,904733.444,L006+WT1,SOND,WQ,05/29/2024,29.594,48,2024-05-29,5,2024,"Temperature, Water",NA,NA
39742,L006,L006-S,H2OT,"Temperature, Water",1,S,726991.69,904733.444,L006+WT1,SOND,WQ,05/30/2024,30.079,48,2024-05-30,5,2024,"Temperature, Water",NA,NA
39742,L006,L006-S,H2OT,"Temperature, Water",1,S,726991.69,904733.444,L006+WT1,SOND,WQ,05/31/2024,29.502,48,2024-05-31,5,2024,"Temperature, Water",NA,NA
39742,L006,L006-S,H2OT,"Temperature, Water",1,S,726991.69,904733.444,L006+WT1,SOND,WQ,06/01/2024,28.61,48,2024-06-01,6,2024,"Temperature, Water",NA,NA
39742,L006,L006-S,H2OT,"Temperature, Water",1,S,726991.69,904733.444,L006+WT1,SOND,WQ,06/02/2024,28.428,48,2024-06-02,6,2024,"Temperature, Water",NA,NA
39742,L006,L006-S,H2OT,"Temperature, Water",1,S,726991.69,904733.444,L006+WT1,SOND,WQ,06/03/2024,28.902,48,2024-06-03,6,2024,"Temperature, Water",NA,NA
39742,L006,L006-S,H2OT,"Temperature, Water",1,S,726991.69,904733.444,L006+WT1,SOND,WQ,06/04/2024,29.178,48,2024-06-04,6,2024,"Temperature, Water",NA,NA
39742,L006,L006-S,H2OT,"Temperature, Water",1,S,726991.69,904733.444,L006+WT1,SOND,WQ,06/05/2024,29.225,47,2024-06-05,6,2024,"Temperature, Water",NA,NA
